clue_id,player_id,answer
23448,808,What is a ramjet?
23448,806,What is turbo?
23454,807,What is a bullet train?
23456,808,Who is DeMille?
23463,808,Who is Stonewall Jackson?
23481,808,What is V-E Day?
23481,806,What is June 5?
23482,807,What is anisette?
23483,806,Who is Nero?
23485,807,[no response]
23489,803,What are stalagtites?
23491,803,"What is ""Bloody""?"
23497,803,What is Tippecanoe?
23503,809,What is a lunch pail?
23509,803,What is navel orange?
23512,803,What is Carlsbad Caverns?
23516,810,Who is Verdi?
23520,803,What is Singapore?
23529,803,"Who is Jacques, uh..."
23532,810,What are artillery guns?
23533,809,What is the aorta?
23541,809,What is Mexico?
23544,811,What is bacon?
23546,811,What is a pelican?
23560,812,Who is Catherine of Siena?
23561,811,What is Help!?
23561,812,What is Yellow Submarine?
23564,813,Who was Loyola?
23580,812,Who is Edward Degas?
23586,811,Who is Goya?
23592,813,[No response]
23607,814,What is Kleber?
23609,816,What is Versailles?
23614,816,What is Venice?
23614,814,What is Portugal?
23619,815,What is Denmark?
23622,816,What is post-partum?
23628,814,Who is Rousseau?
23631,815,What is Mars?
23633,816,What is Egypt?
23647,814,Who is Salvador Allende?
23653,814,Who was Papadopoulos?
23666,818,Who was Plato?
23670,817,Who is Yitzhak Rabin?
23675,819,Who is Mulroney?
23676,818,Who is Susan Bellefleur?
23718,810,What is... ohh.
23733,810,Hm...
23750,810,What is the... red line?
23760,810,What is The Killing Fields?
23780,801,What's a screw?
23781,823,What are the Savage Seven?
23782,801,What is Sodom?
23798,801,Oh!... What is... Oh!  [*]!
23804,801,Who is Mary Cassatt?
23804,822,Who is Georgia O'Keeffe?
23814,822,Who is Gloria Steinem?
23816,822,Who is Van Gogh?
23819,822,Who is Howe?
23820,823,Who is Dred Scott?
23824,801,What's a funeral pyre?
23825,823,Who is Frances Perkins?
23827,822,"Uh, who... Who is Mary Cassatt?"
23828,801,What is All Hallows Night?
23839,801,What is scarlet fever?
23839,824,What is chicken pox?
23851,801,What is mad cow disease?
23858,824,Um... what are beans?
23864,801,Who is Socrates?
23865,824,What is con carne?
23868,801,What is England?
23873,824,"Uh, what is Flaming Star?"
23874,824,"Uh, what is Libya?"
23875,801,What is staccato?
23878,801,Who's the Flying Dutchman?
23916,829,What is the catalytic converter?
23916,828,What is the distributor?
23937,828,What is Initiation?
23940,829,What is Gibraltar?
23943,829,What is wiener schnitzel?
23945,829,What is Valium?
23945,801,What is choloroform?
23960,827,What is What's My Line?
23964,827,What is an ox?
23964,810,What is a cow?
23970,827,What are worms?
23974,810,Who is Custer?
24004,810,Who is Chekhov?
24006,827,What's a peninsula?
24020,818,What is Istanbul?
24028,816,Who is [mind blanks out]?
24031,818,What is Nepal?
24061,816,Who is Chopin?
24064,811,What is Luxor?
24064,818,What is Karnak?
24066,811,What is Spain?
24090,830,What are doppelgangers?
24093,831,"What is...oh my gosh, my kids are gonna kill me!"
24094,830,Who is Bronte?
24098,824,"What is, uh, Finland?"
24103,824,Who is Buddy Holly?
24109,830,What is After the Music... Bef--... After the Music Man?
24116,831,What is Air Finland?
24117,831,What is Saudi Arabia?
24117,824,What is Egypt?
24117,830,What is Italy?
24126,830,What is iodine & Indiana?
24127,824,Who is Dizzy Dean Rusk?
24145,833,What is Rhode Island?
24153,826,What is a duck-billed platypus?
24154,826,Who was Commander Klink?
24156,833,Who is Carville?
24159,832,What is Austria?
24172,833,What is the chandelier?
24181,833,What are computer disks?
24185,826,What is... a needle?
24188,833,What is malapropism?
24204,835,What is smallpox?
24219,835,"What is ""...Bingo is his name""?"
24239,834,"Who are ""women who wear glasses""?"
24240,834,Who is Benjamin?
24241,801,Who is Tesla?
24248,801,What is 4?
24270,837,What is Raitt?
24271,836,What are doctors?
24278,826,Who is Nietzsche?
24287,837,What is Operation Desert Shield?
24288,837,"What is Hello, Mr. Chips?"
24293,836,What is the Crimean War?
24295,836,What is Just So Stories?
24304,826,What is an assay?
24305,837,What is the Hundred Years' War?
24313,839,What's Bentley?
24316,839,What's a bow?
24317,839,What are the Houston Astros?
24323,839,Who is Rush Limbaugh?
24329,838,Who is Bob Dole?
24345,838,What's a window?
24347,839,What is Greece?
24347,836,What is Hungary?
24357,839,No idea.
24363,839,Who's William Baldwin?
24368,836,What is a bonsai?
24374,840,What is Scotland?
24388,841,What is the hypothalamus?
24393,841,What is RPI?
24395,841,"Yael, if I remember correctly, you hate audios, am I right?"
24396,841,"What are St. Louis, Washington..."
24417,841,What is progression?
24421,842,No response
24432,843,What is a donkey?
24447,844,What is love?
24455,844,Who is da Vinci?
24462,256,"What is ""A Doll House?"""
24466,256,What is WWI?
24467,843,What is Borden?
24468,256,What is Mousetrap?
24472,843,Who is Van Gogh?
24479,843,What is Royal Crown Darby?
24484,844,Who is Rembrandt?
24494,846,What is Florence?
24496,838,What is Alaska?
24496,846,What is Minnesota?
24498,838,Who is Barry Goldwater?
24503,846,What is Great Gatsby?
24526,845,Who is Tchaikovsky?
24535,846,What is Lincoln?
24538,845,Who was Chopin?
24539,838,What are popcorn kernels?
24566,840,What is a philosopher?
24571,796,"What is ""Fanny & Alexander?"""
24574,805,What is Charlemagne?
24574,796,What is Holy Roman Emperor?
24578,796,What is evaporation?
24578,805,What is condensation?
24587,805,What is Ecuador?
24595,805,Who is Stravinsky?
24626,846,What is Tony?
24644,847,"What is ""Auld Lang Sye""?"
24648,846,What is Santa Fe?
24649,846,What is Gallup?
24652,846,What is Guadalcanal?
24652,848,What is Iwo Jima?
24654,847,What is Sacramento?
24658,848,What is Versailles?
24662,848,What are birds?
24666,846,What is Helena?
24678,804,What is the Alamo?
24685,798,"What are carbon, nitrogen, and oxygen?"
24692,804,What is malaria?
24692,798,What is sleeping sickness?
24698,798,Who is Earnest Hollings?
24699,798,Who is Olivia Newton-John?
24700,798,What is onomatopeatic?
24710,804,What is Rolaids?
24710,842,What is Tums?
24715,798,"What is ""Swan Lake?"""
24720,798,Who is St. Charles?
24722,798,What is Rogaine?
24722,804,What is Accutane?
24724,804,Who is Adler?
24733,847,Who's Rita Hayworth?
24733,850,Who's Vivien Leigh?
24734,849,What is Italy?
24738,850,What is a telephone?
24741,847,What is Lloyd's?
24741,850,What is Lloyd's of London?
24745,850,What is Peru?
24745,847,What is Chile?
24751,849,What's Egypt?
24751,847,What's Jordan?
24753,847,Stephen IX?
24755,847,Who was Polaroid?
24756,847,Who is Fellini?
24772,850,What is A Boy's Life?
24783,850,Don't know.
24785,847,What is Fire?
24789,850,Who is Pappy Boyle?
24795,840,What is white?
24804,840,What is Europe?
24817,256,What are 22c & 20c?
24817,842,What are 22c & 25c?
24818,256,What is a jet trail?
24833,840,Who is Watts?
24835,842,Who is Brewster?
24839,840,What is a microscope?
24843,840,What is NOW?
24864,840,No response
24873,840,What is Missouri?
24876,256,What is a crocus?
24900,256,Who is Sinclair Lewis?
24909,842,What is a man who could hear?
24912,847,What is Wyoming?
24912,852,What is Montana?
24918,847,What is the Red Cross?
24921,847,Who is Krishna?
24921,852,Who is...
24932,847,What is Blythe?
24933,852,What is taboo?
24948,847,What is the women's soccer team?
24949,847,What is wed?
24949,851,What is tired?
24950,847,What is England?
24958,847,What is the Red Cross?
24958,851,What is UNICEF?
24965,852,What is Tutu?
24971,847,[*].
24985,854,Who is Brahms?
24985,852,"What is ""The Surprise Symphony""?"
24987,854,What is a historic landmark?
24992,854,What is marksmanship?
24996,854,What is music?
25006,854,What are incisors?
25010,854,What is summer camp?
25012,852,What is... the... [*]?
25013,852,[No response]
25022,853,"What is Suddenly, Last Summer?"
25022,854,"What is The Long, Hot Summer?"
25030,852,What is the cranium?
25030,854,...What is the tympanic membrane?
25031,852,I don't know.
25044,856,Who are the Giants?
25054,390,What is cat's paw?
25059,855,"What is ""Family?"""
25059,856,"What is ""Family Ties?"""
25065,390,What is veal?
25082,390,What is Langley?
25088,856,What is Czechoslovakia?
25093,390,Who is Kosciusko?
25113,858,What is... I've drawn a blank.
25117,853,What is Vogue?
25123,853,What is Reader's Digest?
25124,853,What is omnivore?
25128,853,Who is Cook?
25140,857,What is a penguin?
25140,853,What is a bear?
25146,857,Who is Cortez?
25167,860,What is Rams?
25175,860,Who is Kris Kristofferson?
25178,390,What is C?
25180,860,What is Raleigh?
25181,859,Who is Seaver?
25184,860,What is 35?
25184,859,What is 33?
25196,390,Who is Stevenson?
25210,390,Who is Titian?
25210,859,Who is Da Vinci?
25210,860,Who is Michelangelo?
25214,860,Who is Roosevelt?
25222,862,"What is ""and a happy New Year""?"
25225,862,What is gnocchi?
25230,858,Um...
25231,861,What is a persimmon?
25231,862,What is a kumquat?
25234,858,Ooh.  What is flamenco?
25238,862,What is Colorado?
25244,862,What is Arkansas?
25251,862,What is Jehovah?
25254,862,Who is Tina Turner?
25259,862,What is the Pleistocene?
25289,865,What are quarters?
25289,863,Don't know..
25322,865,What is a moa?
25323,864,Who is Wyeth?
25327,865,Who is Pancho Villa?
25333,863,Who is Coloseo?
25362,867,What is Action Comics?
25391,867,What is The Rainbow Coalition?
25391,861,What is the Rainbow Push Coalition?
25403,830,What is 11?
25403,868,What is 10?
25403,869,What is 9?
25405,868,What is Westminster Abbey?
25415,868,What is 2 and 2?
25416,869,"What is wet, Alex?"
25421,869,What is 5 and 3?
25424,869,Who was Snuffy Smith?
25427,869,What is 9 and 1?
25427,868,What is 5 and 5?
25433,868,What is the Ukraine?
25435,830,What is Bordeaux?
25441,830,What is Nanook?
25444,869,Who is Diana?
25454,869,Who is Marshall McCullen?
25456,869,What is utopia?
25465,870,Argentina?  Uh...
25465,871,What is Buenos Aires?
25470,870,What are the white shirts?
25472,868,What are Johnson & Johnson?
25478,871,Um...  I don't know.
25483,870,Can't recall.
25484,871,Who is Trudeau?
25486,870,Who is Skinner?
25486,868,Who is James?
25494,870,Casey--What is Casey has struck out?
25494,871,"What is ""Casey at the Bat""?"
25494,868,What is for mighty Casey has struck out?
25496,871,What is 1447?
25498,868,What is a plumber's helper?
25498,871,What is a wrench?
25498,870,It's--how do you work a roto-rooter machine?
25500,870,"What is ""The Boogie Woogie Bugle Boy of Company C""?"
25534,873,Dorothy Bains?
25553,872,What is aspirin?
25556,872,What is Brazil?
25568,873,What is the dance of the veils?
25571,872,What is cider?  Hard cider?
25582,874,What is darkness?
25586,865,What is 277?
25589,875,Who is Tommy Tucker?
25590,875,What is Edinburgh?
25596,875,Who is Joel Chandler?
25603,875,What are the pyramids?
25605,875,What is a gust?
25611,874,"What is ""The President?"""
25619,865,Who are Solieri and Mozart?
25629,865,"What is ""Now, Voyager?"""
25630,874,What is Ghent?
25631,874,What is Amana?
25632,865,"What is ""Oliver Twist?"""
25650,876,What is Scrooge?
25651,876,Who is Catherine of Aragon?
25659,861,What's the Brooklyn Bridge?
25659,876,What is the Queens Bridge?
25666,861,Who is Casanova?
25670,877,Who is Kepler?
25681,861,I don't know.
25687,876,What is the quadricep?
25693,877,What is the sirloin?
25693,876,What is ...filet mignon?
25697,878,What is the Smithsonian?
25700,756,
25702,756,What is the Vatican?
25702,879,What is St. Paul's Cathedral?
25709,879,What is the U.S. Capitol?
25714,878,What is hopscotch?
25716,756,"What is Rain, rain, go away?"
25717,878,What is Procter & Gamble?
25719,756,What are sardines?
25721,879,Who is Hunt?
25747,878,What is Singapore?
25753,879,What is Crete?
25760,880,Who is Frankenstein?
25771,880,What is Fulton County Stadium?
25772,880,What is The Boys of Brazil?
25786,880,Who was Andrew Jackson?
25790,880,Who is Adams?
25794,880,What is Lord of the Dance?
25807,880,What is L.L. Bean?
25814,870,Who is Andrew Jackson?
25815,880,Who is Howe?
25823,883,What is the Constitution?
25837,883,What is a... condor?
25848,870,What is ad lib?
25865,870,Who is Teller?
25874,870,Who is Paul Newman?
25881,870,What is Alien?
25889,885,What is lo mein?
25893,870,What is Coming Home?
25893,885,What is Apocalypse Now?
25894,885,What is The Brothers Karamazov?
25910,885,What--what is the leader of Germany?
25916,870,"What is, um, Vienna?"
25927,870,What is Sweden?
25929,885,Who is George III?
25931,885,What is Boston?
25932,870,What is the crop?
25933,870,Who is Otto the Great?
25940,886,Who was Marcos?
25959,887,What is wool?
25961,888,What is Tennessee?
25962,886,Who is Geronimo?
25963,887,What is baccarat?
25967,888,What is Truman's birthday?
25990,886,What is Persia?
25994,888,What is The Twilight Zone?
26000,889,What is a candied cherry?
26002,890,"Uouhh, I didn't think I'd get in.  I'm blank."
26027,889,Who is... blanking.
26046,890,What is pi?
26074,891,What is cabbage?
26081,756,What are the Articles of the Confederacy?
26099,756,What are your canines?
26105,892,What is the heart?
26110,756,What is physics?
26111,891,What is the vagus nerve?
26119,756,Who is Melville?
26123,893,What is Salina?
26127,893,What is the World Federation Wrestling?  WFW?
26135,893,What is the lira?
26139,870,What is Woodmen of the World?
26139,893,What is the World Trade Federation?
26143,894,Who is P.D. James?
26148,870,What is Labatt's?
26151,870,What is 1915?
26153,893,What are people?
26170,870,...Can't think of it.
26171,893,What is a drink?
26171,894,What is a wife?
26172,893,What is Des Moines?
26172,870,What is Dubuque?
26175,893,What is... oh...?
26178,893,What is Loch-Ness Monster?  Oh!
26204,896,What is Rome?
26219,896,What is shish kebab?
26236,896,What's an emu?
26236,895,What is an ostrich?
26265,888,What is spectrometry?
26296,888,What is Cat Eye?
26300,898,What is Goose Bay?
26307,899,What is frost?
26309,899,Who was Joan of Arc?
26312,900,What are glow lights?
26329,861,What is coluratura?
26349,899,What is fig?
26353,899,What is Virginia?
26353,861,What is Plymouth?
26357,900,Who is  Danielle Steel?
26359,899,Who was Harry Truman?
26374,901,"What is ""Red Death?"""
26384,901,What is Russia?
26386,888,Who is George Orwell?
26388,888,Who is Susan B. Anthony?
26394,902,"What is ""Two Gentlemen of Verona?"""
26410,888,What is Pakistan?
26421,901,What is Mad Magazine?
26425,903,What is England?
26435,904,Don't know.
26437,903,What is Babel?
26439,903,Who is Kodak?
26460,903,What is Jefferson Starship?
26467,903,What is a cow?
26471,903,Who was Butterfly McQueen?
26475,903,I don't know. Who is Aristotle?
26480,905,What is Pennsylvania?
26481,905,What is ova?
26490,861,What's tarragon?
26496,907,What's clove?
26499,907,What is Spain?
26510,906,What is London?
26526,861,"What's ""Bang The Gong""?"
26542,907,What is Montana?
26563,909,What is salt?
26564,909,Who is Isaiah?
26571,909,What is cauliflower?
26579,908,What is the Soup Nazi?
26587,908,What is a Cairn terrier?
26590,908,What is the Strait of Japan?
26591,861,Who is Uncle George Steinbrenner?
26597,909,What is the Julia Louise-Dreyfus Affair?
26616,911,What are puka shells?
26624,911,What is 48?
26639,911,What are veins?
26641,912,[No response]
26642,912,What is cheese?
26659,912,Missouri?
26659,911,What is Mississippi?
26681,914,"O... oh, what is O-R-T-H-O-N-D-I-A?"
26681,913,What is O-R-T-H-O-N...?
26687,914,What is... oh!
26687,915,What is U-N-A-N-A-M-O-S?
26689,913,What is a mayor?
26709,915,California
26710,915,"Uy, I don't know, I forgot"
26711,914,Kayaking
26719,913,Golf
26739,916,What is Tibet?
26746,916,What is the colon?
26764,917,Who is the gentleman?
26764,916,Who is the lady?
26765,917,What is Me?
26780,918,What is Gitcheegoomee?
26788,861,What are wings?
26791,919,What is Batman 2?
26791,861,What is Batman Returns?
26796,920,Who is Steve Forbes?
26805,919,Who is Julius Caesar?
26805,920,Who is Othello?
26815,919,What is Tucson?
26816,919,What is Mount Etna?
26817,861,What's The Birds?
26822,919,What is Siena?
26826,920,Who is Maya Angelou?
26832,920,What is the Philippines?
26835,919,What is BUtterfield 8?
26850,861,What is the Tigris?
26867,921,What is fog?
26870,921,Who are the Blue Jays?
26879,861,What is 1621?
26899,921,What is Stand and Deliver?
26899,922,What is Stand by Me?
26905,923,What is 1999?
26914,923,What is Moby-Dick?
26929,923,What is 1980?
26938,923,What is Lexington?
26944,923,What is Columbus?
26947,925,[No response]
26950,924,What is Susquehanna?
26954,924,Who is... Madagascar?
26967,861,What is Cinderella?
26967,927,What is Sleeping Beauty?
26969,861,Who is Burghoff?
26970,861,Who is Houdini?
26985,926,What is Beauty and the Beast?
26986,861,What is decompression?
26991,927,What are The Aristocats?
27002,861,What is the National Gallery?
27002,926,What is the Smithsonian?
27002,927,What is the National Corporate Gallery?
27009,927,Who was Esau?
27010,927,What is mountain?
27011,927,Who is Lincoln?
27013,861,Who is Willard?
27016,926,What is silica dust?
27017,861,Who is Heidegger?
27026,928,"What is ""Evergreen""?"
27037,929,What is Spain?
27051,923,What is mole?
27055,929,Who is Dali?
27073,928,What is Berlin?
27076,929,Who is Alfred Hitchcock?
27091,861,Who is Tony Soprano?
27094,930,What is a lighthouse?
27097,930,Who is Hawkeye Pierce?
27104,861,What is 3?
27133,931,"What is ""Route 66""?"
27142,930,"What is ""my beacon""?"
27151,923,What are Virginia & North Carolina?
27155,923,What are plates or tectonic plates?
27155,933,What is an earthquake?
27155,932,What is a fissure?
27172,933,What is Revlon?
27178,923,Who is Sam Spade?
27179,932,Who is John Wayne.....?
27186,932,Who was Hector?
27192,923,Who was Diana?
27197,933,Who is Helen of Troy Hudson?
27198,923,Who is Mercury?
27199,923,Who is Norma Desmond?
27199,932,Who is Norma Talmadge?
27205,934,What is hydrogen?
27212,935,What are the New Orleans Saints?
27229,934,What is a diamond?
27232,934,Who is Rob Roy?
27257,934,Who is Peter Rabbit?
27268,937,What is California?
27285,936,"What is a sun--a sun, um, light--sunroof?"
27286,936,What is Ohio?
27297,936,What is a sparrow?
27302,938,What is Japan?
27303,937,What are their wings?
27306,937,What is 9?
27315,936,What is a crane?
27320,937,What is blind?
27323,937,I don't know.
27327,941,What is Great Britain?
27327,940,What is the United States?
27340,940,Who are the Orlando Magic?
27344,941,What is venomous?
27347,940,What is February?
27356,941,What is a pig?
27356,940,What is a hog?
27361,941,What is a stitch?
27374,940,Um... turquoise?
27375,941,What is Nottingham Forest?
27376,941,What is... São Paulo?
27377,940,Who is Buffalo Bill?
27393,943,Uh... [Shakes head]
27403,942,What is an... Arctic seal?
27409,943,What is a fox?
27415,944,"What is an... ot--no, a..."
27425,944,Uh... what is a... time box?
27436,943,What is Death Valley?
27436,942,What is the North American desert?
27445,943,What is a galaxy?
27445,944,What is a asteroid belt?
27446,943,What is bike ri--biking?
27446,944,What is extreme biking?
27455,945,What is France?
27455,947,What is Mexico?
27456,947,Who is......?
27463,946,What is High Density Television?
27471,946,"What is Springfield, IL?"
27475,947,What is tracking meteors?
27482,947,What is the sun?
27486,947,What is teriyaki?
27491,947,What are shackles?
27491,946,What are swords?
27496,947,What is 3?
27507,945,Who is d' Estaing?
27510,948,What is high jump?
27521,950,What is an 8-cylinder?
27529,949,What is anthracite?
27530,949,What are diamonds?
27534,948,What is a Christmas tree?
27538,949,Who is Aphrodite?
27538,948,Who is Athena?
27556,949,Who is Patti Page?
27565,948,What is ether?
27565,950,What is chloroform?
27580,953,"What is ""The Little Drummer Boy?"""
27594,951,What is betray Christ?
27594,952,What is drank from the cup the 13th time?
27594,953,What is being the 13th person at the dinner table?
27599,951,"What is ""The Iliad?"""
27602,953,What is the cat & the bird?
27619,951,Who are Antony & Cleopatra?
27619,952,Who are Romeo & Juliet?
27621,951,What is the....Glass Palace?
27624,953,Who are James Madison & Monroe?
27626,952,What are brain cells?
27632,955,What are fans?
27642,954,What is Coal Miner's Daughter?
27646,954,[shakes head]
27657,954,What is the wonderball?
27668,954,What is north?
27668,955,What is up?
27687,955,Oh... ...ew!...
27709,835,"Uh, what is Con Edison?"
27726,955,What's rain?
27742,957,What is English?
27742,835,What is French?
27744,957,I have no idea.
27745,835,"Who is, uh, Sam Houston?"
27746,957,What is the U.S. Mint?
27746,835,What is the... Printing Department?
27758,960,Who is William Randolph Hearst?
27766,960,"What is ""Rock-a-bye my baby?"""
27772,958,"What is ""Since I lost my baby?"""
27778,958,sung by Peter Frampton
27792,960,Who are the Borgias?
27793,960,What is Long Island?
27793,958,What is Staten Island?
27829,962,What is 30 days?
27830,962,What is Ireland?
27832,961,What is wedlock?
27832,962,What is cohabitate?
27852,961,What are the Blue Mountains?
27852,962,What are the White Mountains?
27859,961,What is an emu?
27866,962,Who is Raymond Massey?
27866,961,Who is Hal Holbrook?
27879,965,What is Erin?
27888,964,What is receive radio signals?
27891,964,What is Canada?
27903,964,What is Ho Chi Minh City?
27905,966,The number is 16.
27907,966,Have a response?
27910,966,What is 55?
27912,964,Who is Little Nell?
27914,966,Who is Oskar Werner?
27916,964,What is Cointreau?
27920,965,What is 7?
27920,964,What is 14?
27926,967,What is tobacco?
27927,969,Who is Reagan?
27937,969,What is roping steer?
27959,969,What is the Communist government?
27971,968,"What is ""My candle is dim?"""
27978,967,Who was Ferdinand?
27982,970,What is the United States?
27993,971,
27999,970,What is Hopalong Cassidy?
28011,971,What is the Pony Express?
28020,972,Who is E. Gordon Liddy?
28020,971,Who is G. Gordon Liddy?
28021,972,What's rice?
28021,970,What is sand?
28027,970,What is man-made?
28034,972,"And that hurts. I look at Adam and Andrew and their reaction was almost the same when you hit the Daily Double, Bev, because you have a lot of money already."
28050,974,What is the Olympic gold medal?
28051,974,What is stolen?
28060,974,What is a star?
28065,973,What's Happy Days?
28067,973,What's a black widow spider?
28067,975,What's a brown fiddler spider?
28080,975,What are the Santa Ana winds?
28086,974,My mind's blank.
28089,973,Who is Vestia?
28092,973,Who is Carpenter?
28107,976,What is Tylenol?
28120,976,I have no idea
28121,977,Who is Qadaffi?
28123,976,What is brandy?
28134,976,What is the Missouri?
28138,969,What is success?
28158,969,What is Levittown?
28173,976,"What is ""The proof is in the pudding""?"
28176,976,What is Austria?
28176,979,What is Austria-Hungary?
28178,979,What are blue & white?
28179,979,What is cornpone?
28194,976,What is French?
28194,979,What is Portuguese?
28203,979,What is The Razor's Edge?
28204,976,"What is--what is, uh, drip water?"
28212,976,"What is, the, uh, the root language?"
28227,981,What is a grandmother knot?
28248,981,"What is ""Another Love""?"
28249,981,What is the Monroe Doctrine?
28253,981,What is eccentric?
28267,981,Who is Moss Hart?
28276,980,Who is Juno?
28277,982,What is perturb?
28288,981,What are gnats?
28295,984,What is a snake?
28301,981,Who is Paul?
28309,984,What is Hudson Bay?
28310,981,Who is Gershwin?
28312,983,What is Destiny?
28314,981,What are the yearly floods?
28322,983,Who is Rusk?
28327,981,Who is JFK?
28329,981,What is gray?
28350,987,What are Yangtze & ....?
28381,987,What is German?
28386,985,Who is Bob Fosse?
28389,985,What is a pretender?
28393,985,What is Catalonia?
28409,988,What is the prize for literature?
28426,988,"What are ""Green Apples""?"
28456,988,What is the hyacinth?
28460,992,Who is Old Man Finnegan?
28481,990,Who is Bonnie Franklin?
28481,991,Who is Mackenzie Phillips?
28490,991,What are the Northern Territories?
28497,990,What is Diet Pepsi?
28499,991,What is The Real Thing?
28500,990,What is jihad?
28529,995,What are carriages?
28529,993,What are chariots?
28536,993,"Sorry, I don't know."
28551,995,What is Teen?
28555,993,What are pigeons?
28562,995,Who is Czarina Romanov?
28564,993,What are casements?
28568,994,Who is Grandma Moses?
28573,994,What are....?
28573,993,What are order?
28573,995,What are phylum?
28581,996,What is Florida?
28581,998,What is Texas?
28605,996,Who is Engel?
28606,997,What is the hole?
28650,996,Who is Tony the Tiger?
28653,993,What is E-S-O-P-H-A-G-A-U-S?
28659,993,What is U-K-E-L-E-L-E?
28678,993,Who is Thomas Dolby?
28699,1000,What are arms?
28699,994,What are antennae?
28707,1001,What is tuition?
28712,994,What is Richmond?
28719,994,What is brass?
28719,1001,What is copper?
28723,1000,What are Catholics?
28731,1000,What is a grandfather clock?
28732,1000,What is Minneapolis?
28735,994,Who is Prince Albert?
28737,1000,snowman
28746,1001,What is an opinion?
28767,1001,What is Listermint?
28774,997,Who is Carver?
28775,997,What is freeze?
28798,999,Who is Edna St. Vincent Millay?
28813,1001,What is Mt. Vesuvius?
28828,1002,Who is George Bush?
28846,990,What are buffalo?
28852,1002,What is the lion?
28860,1003,What is Mr. Cootie?
28863,1003,What is Virginia?
28864,1003,"[Before giving the clue] Dennis, we have a scoring change to make, and it goes back to your response of ""Mr. Cootie"", which was incorrect, so we have to deduct $1200 from your score."
28869,1003,What are dolphins?
28890,1039,Who is Louis?
28896,1038,Who is Sharpton?
28941,1004,What are geological ages of the Earth?
28942,1004,What is hem?
28953,990,What are isotopes?
28959,1004,What is the ionosphere?
28961,990,What are statistics?
28961,1004,What are statistical tables?
28969,1004,What is the Netherlands?
28971,990,Who are Lewis & Clark?
28976,990,What is Visa?
28981,1004,What is Illinois?
28986,1005,What is the AFL-CIO?
28987,1005,What is lettuce?
28990,1004,no response
28993,1008,What is a mockingbird?
28999,1007,"What is break their necks, shake them around till their necks break?"
29005,1006,What is a trumpeter swan?
29016,1006,Who is Tutankhamun?
29027,1008,What is Q?
29036,1007,Who is Manet...Monet?
29042,1008,Who is Breugel?
29051,1007,"What is ""The Star-Spangled Banner""?"
29059,1008,What is silver?
29076,1008,"What is the ""Funky Chicken""?"
29078,1008,What is Israel?
29081,1009,What are coats?
29081,1008,What are robes?
29086,1009,What is a baritone?
29102,1009,
29107,1008,What is Grandmother's Day?
29107,1010,What is Father's Day?
29140,1011,What is golf?
29143,1013,What is Liberty Hall?
29148,1013,What are otters?
29150,1013,What is a lava flow?
29154,1013,What is the sense of smell?
29154,1011,What is the brain?
29156,1012,Who is....?
29156,1011,Who is Buchanan?
29162,1011,"What is ""The Hemlock State?"""
29167,1013,What is bamboo?
29168,1012,What is Ranier?
29168,1013,What are the Cascades?
29174,1017,What is coal?
29202,1013,Who is Thomas Jefferson?
29223,1017,What is a lute?
29223,1018,What is a psalterine?
29233,1020,What is a veil?
29247,1019,Who is Annie Oakley?
29255,1019,What is pasteurized?
29262,1019,Who is James Cabot?
29271,1021,Who are Bach & Brahms?
29272,1019,What is Jupiter?
29277,1019,I haven't the faintest idea - Who was Brahms?
29281,1020,What is the eustachian tube?
29290,1021,What is Pluto?
29291,1021,What is a mandolin clock?
29296,1023,What is the pound?
29297,1023,"What is their equipment, bats?"
29312,1021,What is water?
29340,1021,"What is ""Funny Lady?"""
29349,1021,What are the cerebral arteries?
29377,1026,What are juniors?
29381,1024,What is Iowa?
29381,1025,What is South Dakota?
29391,1024,What is the Hudson?
29392,1026,What is Speak for Yourself?
29407,1025,What is farsightedness?
29420,1028,What is madam?
29420,1029,What is senora?
29420,1027,What is dona?
29426,1029,What is concede?
29426,1027,What is submit?
29430,1028,"What is ""You Can Do Magic?"""
29430,1029,"What is ""Every Little Thing She Do Is Magic?"""
29433,1029,[No response]
29439,1028,Who is Peter Rabbit?
29453,1028,What is the leg?
29458,1027,Who is Farragut?
29458,1029,Who is Perry?
29458,1028,Who is Commodore Robert Perry?
29459,1027,What is the liver?
29459,1028,What is the kidney?
29465,1027,What is the Church of Christ?
29466,1028,Who is Irving Berlin?
29467,1027,What is Texas?
29467,1029,What is New York?
29467,1028,What is Florida?
29478,1031,Who is Harpo?
29478,987,Who is Chico?
29478,1030,Who is Zeppo?
29489,987,Who is Ford?
29489,1031,Who is GM?
29491,1030,What is a sardine?
29494,1031,Who is Rubenstein?
29498,987,What is Jimmy the Greek?
29500,1031,What is Love?
29506,987,Who is Samuel Beckett?
29518,1031,What is Madame Butterfly?
29524,987,Who is Sheridan?
29526,1031,Who is Hussein?
29548,1033,What is an earl?
29577,986,Who is Beckett?
29579,1032,What is Tallahassee?
29585,1032,What is New York?
29586,986,Who is Neptune?
29587,1032,Who is Goddard?
29588,1033,What are leeks & scallions?
29598,609,What is champagne?
29603,609,What is New York?
29624,609,What is Porgy and Bess?
29637,609,What is Ionia?
29641,1034,What is the Commodities Exchange?
29646,1034,"Oh, I know this too... what is the egg-layer fish?"
29674,609,"I will bet $1,000."
29686,1034,What is crucifixion?
29688,1034,What are chimpanzees?
29692,618,What is Moses?
29696,1034,[Turning to Kim] Let's make it a True Daily Double!
